="Logit regression: Dependent variable poor_int"
="",="2007",="2011"
="poor_int",="",=""
="Female",="0",="0"
="",="(.)",="(.)"
="Male",="-0.892***",="-0.277"
="",="(0.161)",="(0.443)"
="Age of individual",="0.0170",="0.00470"
="",="(0.0107)",="(0.0203)"
="age_squared",="-0.000185",="-0.0000917"
="",="(0.000112)",="(0.000222)"
="Household size",="0.0633***",="0.0705***"
="",="(0.00840)",="(0.0114)"
="Rural",="0",="0"
="",="(.)",="(.)"
="Urban",="0.230",="-0.488*"
="",="(0.119)",="(0.206)"
="No",="0",="0"
="",="(.)",="(.)"
="Yes",="-0.774***",="-0.443"
="",="(0.127)",="(0.231)"
="No",="0",="0"
="",="(.)",="(.)"
="Yes",="-0.635***",="-0.813***"
="",="(0.0835)",="(0.172)"
="Kabul",="0",="0"
="",="(.)",="(.)"
="Kapisa",="-0.939*",="-0.505"
="",="(0.458)",="(0.475)"
="Parwan",="-0.400",="1.054**"
="",="(0.317)",="(0.352)"
="Wardak",="1.084***",="0.00255"
="",="(0.232)",="(0.441)"
="Logar",="1.227***",="-1.222"
="",="(0.250)",="(0.685)"
="Ghazni",="-0.813**",="1.617***"
="",="(0.295)",="(0.350)"
="Paktika",="2.203***",="-1.007"
="",="(0.245)",="(0.622)"
="Paktya",="1.456***",="-0.620"
="",="(0.216)",="(0.444)"
="Nangarhar",="0.272",="-0.176"
="",="(0.240)",="(0.398)"
="Kunarha",="1.892***",="-0.767"
="",="(0.289)",="(0.525)"
="Laghman",="1.696***",="1.278**"
="",="(0.363)",="(0.402)"
="Nuristan",="1.277***",="0.0308"
="",="(0.325)",="(0.455)"
="Badakhshan",="2.371***",="1.195**"
="",="(0.231)",="(0.364)"
="Takhar",="0.829***",="2.438***"
="",="(0.212)",="(0.346)"
="Baghlan",="-0.513",="0.143"
="",="(0.262)",="(0.423)"
="Kunduz",="0.150",="0.522"
="",="(0.237)",="(0.439)"
="Samangan",="1.446***",="1.347***"
="",="(0.287)",="(0.370)"
="Balkh",="2.008***",="-0.0980"
="",="(0.168)",="(0.448)"
="Jawzjan",="-1.244**",="1.049**"
="",="(0.419)",="(0.385)"
="Sar-I-Poul",="-1.019",="1.582***"
="",="(0.708)",="(0.373)"
="Faryab",="0.465*",="-2.144**"
="",="(0.222)",="(0.790)"
="Badghis",="0.704*",="0.592"
="",="(0.312)",="(0.450)"
="Hirat",="0.972***",="0.960*"
="",="(0.167)",="(0.409)"
="Farah",="-1.246**",="-2.911***"
="",="(0.468)",="(0.784)"
="Nimroz",="-0.0640",="-0.858"
="",="(0.383)",="(0.561)"
="Kandahar",="-0.191",="-1.318*"
="",="(0.265)",="(0.597)"
="Zabul",="0.717**",="1.265***"
="",="(0.276)",="(0.362)"
="Uruzgan",="0.667",="1.238*"
="",="(0.364)",="(0.487)"
="Ghor",="0.676**",="1.307**"
="",="(0.231)",="(0.420)"
="Bamyan",="1.540***",="0.791*"
="",="(0.259)",="(0.371)"
="Panjsher",="-0.421",="-0.130"
="",="(0.350)",="(0.427)"
="Daikindi",="1.289***",="0.902*"
="",="(0.248)",="(0.393)"
="Constant",="-1.892***",="-2.708***"
="",="(0.326)",="(0.707)"
="Observations",="19221",="19591"
="Pseudo R-squared",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
