="Logit regression: Dependent variable poor_int"
="",="2003",="2007",="2012",="2017"
="main",="",="",="",=""
="Female",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"
="Male",="0.0276",="0.144",="-0.489*",="0.160"
="",="(0.167)",="(0.124)",="(0.223)",="(0.318)"
="Age of individual",="-0.0883*",="-0.0591**",="0.0211",="-0.0255"
="",="(0.0357)",="(0.0192)",="(0.0388)",="(0.0530)"
="Age squared",="0.000858*",="0.000597***",="-0.000108",="0.000339"
="",="(0.000337)",="(0.000180)",="(0.000351)",="(0.000479)"
="Household size",="0.262***",="0.402***",="0.336***",="0.386***"
="",="(0.0413)",="(0.0245)",="(0.0387)",="(0.0554)"
="Rural",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"
="Urban",="-1.996***",="-1.911***",="-0.714",="-3.552***"
="",="(0.487)",="(0.390)",="(0.399)",="(1.043)"
="No Electricity",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"
="Electricity",="-1.260***",="-0.678***",="-0.698*",="-1.717***"
="",="(0.305)",="(0.126)",="(0.278)",="(0.496)"
="Not own house",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"
="Own house",="1.178***",="0.785**",="0.651",="2.195**"
="",="(0.341)",="(0.279)",="(0.436)",="(0.702)"
="Chukha",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)"
="Ha",="0",="-0.623",="-0.668",="0.664"
="",="(.)",="(0.566)",="(1.043)",="(1.411)"
="Paro",="0",="-2.739*",="0",="0"
="",="(.)",="(1.079)",="(.)",="(.)"
="Thimphu",="-1.761*",="-1.121*",="-2.881*",="0"
="",="(0.779)",="(0.521)",="(1.127)",="(.)"
="Punakha",="-0.195",="-1.343**",="-0.217",="-0.847"
="",="(0.554)",="(0.504)",="(0.759)",="(1.503)"
="Gasa",="-0.356",="-3.230**",="0",="0"
="",="(0.468)",="(1.220)",="(.)",="(.)"
="Wangdi Phodrang",="-2.589***",="-1.485**",="-0.781",="-0.243"
="",="(0.764)",="(0.456)",="(0.690)",="(1.261)"
="Bumthang",="-1.026",="-1.604*",="0",="0"
="",="(0.716)",="(0.641)",="(.)",="(.)"
="Trongsa",="-0.499",="-0.336",="-0.0798",="2.435*"
="",="(0.688)",="(0.434)",="(0.691)",="(1.141)"
="Zhemgang",="0.00944",="0.672",="0.0107",="2.210"
="",="(0.683)",="(0.347)",="(0.654)",="(1.198)"
="Lhuntshi",="0.0563",="0.661",="1.405*",="1.185"
="",="(0.556)",="(0.400)",="(0.619)",="(1.753)"
="Mongar",="2.162***",="0.986**",="-0.656",="1.933"
="",="(0.479)",="(0.309)",="(0.608)",="(1.200)"
="Trashigang",="1.087*",="0.411",="0.439",="2.058"
="",="(0.533)",="(0.309)",="(0.562)",="(1.172)"
="Tashi Yangtse",="1.373",="-1.310",="0.0785",="2.048"
="",="(0.865)",="(0.675)",="(0.903)",="(1.163)"
="Pemagatshel",="1.057*",="-0.329",="0.700",="1.752"
="",="(0.495)",="(0.358)",="(0.622)",="(1.424)"
="Samdrup Jongkhar",="0",="0.747*",="0.511",="2.797*"
="",="(.)",="(0.377)",="(0.681)",="(1.116)"
="Samtse",="1.769***",="1.307***",="0.288",="1.810"
="",="(0.506)",="(0.289)",="(0.578)",="(1.158)"
="Sarpang",="1.628*",="-0.156",="-1.107",="2.096"
="",="(0.695)",="(0.349)",="(0.883)",="(1.115)"
="Tsirang",="0.211",="-1.811**",="-0.201",="0.0972"
="",="(0.609)",="(0.654)",="(0.678)",="(1.492)"
="Dagana",="-0.157",="0.0456",="0.737",="4.695***"
="",="(0.581)",="(0.410)",="(0.720)",="(1.153)"
="Constant",="-2.358**",="-3.888***",="-5.951***",="-8.475***"
="",="(0.901)",="(0.550)",="(1.118)",="(1.978)"
="Observations",="3604",="9798",="8335",="7702"
="Pseudo R-squared",="",="",="",=""
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
